-14.1594	1.78655
-24.2774	0.465578
-22.2335	3.13193
-24.1596	-1.01692
-19.8849	3.55382
-21.3841	-4.92648
-23.5956	-1.16386
-17.8943	-5.97893
-17.3163	2.26539
-20.5688	4.11984
-20.5356	0.470529
-18.5709	4.52545
-20.0473	3.75378
-21.3335	2.29318
-15.4597	4.93206
-18.2657	-14.0864
-18.5202	-17.0596
-16.9217	-21.4896
-21.9869	-16.4824
-20.7763	-18.3342
-18.7038	-17.0102
-18.0979	-15.0878
-16.638	-14.6315
-18.3466	-7.44747
-16.6345	-2.63643
-16.3768	-2.95106
-17.5548	-2.81769
-17.2239	-1.02756
-16.3113	1.10743
-18.3006	1.92034
-19.316	5.60493
-17.4194	5.25424
-18.3797	6.82978
-16.5796	6.6962
-16.445	8.43883
-16.9709	7.14576
-20.6064	0.829373
-25.8412	-1.35812
-24.0009	-1.03563
-22.1016	-2.10612
-21.5076	-2.6582
-23.2223	-1.29095
-21.9489	-2.07452
-18.952	-5.52416
-18.7495	-5.17575
-17.7147	-7.41625
-14.9488	-6.52296
-7.31974	-0.854389
-7.21857	-2.35138
-9.02135	-2.38471
-7.25672	-4.15549
-0.559221	-7.24591
-0.28894	-9.72953
-0.00321884	-10.1556
-1.57384	-9.34568
-2.6348	-9.14699
-2.81451	-6.31296
-6.27541	0.772592
-6.57612	1.70122
-5.61146	-3.9696
-7.52337	-5.69938
-8.30547	-3.85173
-9.5858	-3.1211
-9.66143	-2.85057
-11.3795	-1.86158
-13.3458	1.36625
-13.4286	0.657136
-16.6754	1.31453
-23.0443	-2.34318
-24.6539	-4.17463
-23.606	-5.5391
-21.9966	-6.19034
-21.3851	-5.04945
-17.8105	-5.19543
-13.7137	-4.93252
-7.64222	-8.00461
-1.105	-8.13692
3.4085	-11.1687
5.53863	-10.8944
2.07074	-6.78297
2.42969	-6.06998
-0.0488075	-7.70853
-3.20875	-8.71747
-6.71485	-8.84544
-8.0251	-11.4338
-10.3779	-10.758
-13.9153	-8.31752
-15.6007	-6.17724
-15.3829	-4.17177
-15.7108	-2.72424
-11.7181	-7.88102
-12.848	-8.76786
-12.2265	-7.74402
-9.68586	-12.1184
-4.62044	-12.9097
-4.38324	-7.13467
-2.8666	0.148831
-0.194944	0.419447
-8.78794	-7.66083
-9.91988	-16.4878
-3.77571	-6.72319
-4.22255	4.35663
-14.4122	-2.34709
-16.085	-0.593872
-10.8051	1.92362
-15.6833	0.170076
-17.8376	-0.0296612
-17.0812	-0.422114
-6.97394	-5.40435
-14.1957	-7.03847
-19.8931	-3.13681
-20.6393	0.294206
-17.6987	-1.14605
-14.9868	-4.54499
-10.6542	-3.46088
-3.47598	0.989369
-3.70763	8.3607
-12.9203	-0.0859558
-10.4621	-3.77661
-9.87111	-14.5297
-7.92022	-14.3866
-4.1471	-13.9472
-6.37824	-11.0369
-1.62227	-19.5146
-6.751	-14.113
-9.32574	-13.9484
-4.36378	-2.91035
-7.3628	-4.62547
-4.88657	2.7804
-14.2753	3.45911
-17.0163	4.91686
-18.3113	4.89737
-19.795	5.7782
-16.6865	3.20331
-13.1036	10.2476
-11.9705	8.08888
-6.18626	3.90944
-14.6418	-1.32159
-14.1424	2.13189
-17.2916	-0.802461
-8.48915	5.46564
-7.32022	5.02191
-9.16322	-2.14055
-15.0268	-8.49717
-18.6244	-5.41536
-18.6112	-9.41992
-19.6803	-8.56825
-19.9901	-7.55977
-21.3625	-5.11004
-21.3364	-6.06113
-19.384	-10.695
-21.4405	-12.4633
-26.2437	-13.1337
-29.1905	-13.7929
-32.1774	-10.7335
-33.201	-14.2907
-34.5026	-16.2019
-34.3267	-17.4096
-33.9446	-18.5438
-32.2849	-21.8821
-19.4803	-13.9092
-14.9551	-2.10616
-13.8491	-2.15603
-13.1344	-5.83167
-16.0519	0.744043
-16.1927	4.69878
-12.2847	3.34486
-12.1632	4.17996
-9.39308	1.80775
-11.9313	3.80928
-14.2145	2.21888
-14.809	3.80497
-8.3525	11.7963
-10.735	7.74555
-6.52767	0.0690139
-12.9672	-11.9985
-21.224	-12.1204
-24.8769	-10.1101
-27.3147	-9.77054
-22.3046	-5.27449
-26.5436	-14.0742
-41.1586	-8.88321
-38.297	-12.9351
-31.1257	-8.43875
-23.6314	-1.49933
-26.4477	-6.80908
-26.1093	-6.5298
-25.9566	-6.83958
-22.9323	1.13367
-20.8625	-0.849734
-19.7494	3.23089
-18.2873	3.43815
-20.5039	2.85706
-18.3155	4.78698
-21.8365	3.06272
-21.9709	3.95057
-22.392	-0.860443
-21.9456	3.00257
-21.922	7.06962
-18.9647	4.06063
-21.2007	1.32929
-20.8524	-0.0632897
-18.1405	5.58131
-21.0056	0.335848
-21.4902	4.17721
-14.5482	-1.61897
-9.65601	-1.44367
-14.2588	1.86349
-23.3389	4.87833
-22.8047	6.51673
-18.797	5.0715
-15.0593	3.65164
-13.2967	6.21257
-17.0128	2.98729
-18.1715	7.01267
-16.0754	7.10045
-20.5623	-0.716562
-21.6297	-9.52174
-8.70713	-4.94584
-19.5919	-3.91537
-19.193	-10.188
-13.8615	-6.17587
-14.393	-10.1387
-20.9438	-10.6742
-24.7726	-10.202
-23.8964	-11.0985
-25.2828	-11.3817
-24.4685	-10.6288
-25.4803	-8.5588
-23.2783	-9.1714
-21.705	-7.90967
-19.7745	-6.15869
-16.7931	-5.11979
-12.4687	-4.19068
-9.36389	-2.61213
-7.72675	0.572589
-6.45479	3.06733
-5.38073	2.33788
-4.71688	1.98392
-3.58297	0.536367
-0.828132	-3.22112
-2.84726	-4.56904
-4.64928	-5.73782
